12000x12000x12000	72.360396 s	47.760932 GFLOPS
12000x12000x12000	72.525322 s	47.652322 GFLOPS
12000x12000x12000	72.545910 s	47.638798 GFLOPS
12000x12000x12000	72.761496 s	47.497649 GFLOPS
12000x12000x12000	72.835199 s	47.449586 GFLOPS
12000x12000x12000	72.948099 s	47.376149 GFLOPS
12000x12000x12000	72.745750 s	47.507930 GFLOPS
12000x12000x12000	72.970801 s	47.361410 GFLOPS
12000x12000x12000	73.052941 s	47.308157 GFLOPS
12000x12000x12000	73.096306 s	47.280091 GFLOPS
12000x12000x12000	38.425784 s	89.939609 GFLOPS
12000x12000x12000	38.089511 s	90.733639 GFLOPS
12000x12000x12000	38.873542 s	88.903656 GFLOPS
12000x12000x12000	38.642963 s	89.434137 GFLOPS
12000x12000x12000	38.336304 s	90.149536 GFLOPS
12000x12000x12000	38.516068 s	89.728785 GFLOPS
12000x12000x12000	38.679315 s	89.350083 GFLOPS
12000x12000x12000	38.530400 s	89.695409 GFLOPS
12000x12000x12000	38.469678 s	89.836988 GFLOPS
12000x12000x12000	38.520692 s	89.718015 GFLOPS
12000x12000x12000	25.580824 s	135.101199 GFLOPS
12000x12000x12000	25.740565 s	134.262786 GFLOPS
12000x12000x12000	26.144275 s	132.189554 GFLOPS
12000x12000x12000	25.693940 s	134.506424 GFLOPS
12000x12000x12000	25.859589 s	133.644817 GFLOPS
12000x12000x12000	25.909206 s	133.388881 GFLOPS
12000x12000x12000	25.875149 s	133.564450 GFLOPS
12000x12000x12000	25.919743 s	133.334654 GFLOPS
12000x12000x12000	25.966722 s	133.093427 GFLOPS
12000x12000x12000	25.830962 s	133.792927 GFLOPS
12000x12000x12000	19.362333 s	178.490889 GFLOPS
12000x12000x12000	19.333245 s	178.759440 GFLOPS
12000x12000x12000	19.214430 s	179.864822 GFLOPS
12000x12000x12000	19.345291 s	178.648124 GFLOPS
12000x12000x12000	19.261364 s	179.426543 GFLOPS
12000x12000x12000	19.250032 s	179.532169 GFLOPS
12000x12000x12000	19.129133 s	180.666838 GFLOPS
12000x12000x12000	19.240301 s	179.622966 GFLOPS
12000x12000x12000	19.194197 s	180.054421 GFLOPS
12000x12000x12000	19.187983 s	180.112726 GFLOPS
12000x12000x12000	15.277078 s	226.221271 GFLOPS
12000x12000x12000	15.301452 s	225.860923 GFLOPS
12000x12000x12000	15.363440 s	224.949621 GFLOPS
12000x12000x12000	15.283256 s	226.129832 GFLOPS
12000x12000x12000	15.274054 s	226.266054 GFLOPS
12000x12000x12000	15.366817 s	224.900185 GFLOPS
12000x12000x12000	15.337357 s	225.332177 GFLOPS
12000x12000x12000	15.374414 s	224.789056 GFLOPS
12000x12000x12000	15.294840 s	225.958555 GFLOPS
12000x12000x12000	15.283363 s	226.128235 GFLOPS
12000x12000x12000	12.838514 s	269.190030 GFLOPS
12000x12000x12000	12.804318 s	269.908957 GFLOPS
12000x12000x12000	12.826221 s	269.448041 GFLOPS
12000x12000x12000	12.813136 s	269.723190 GFLOPS
12000x12000x12000	12.803567 s	269.924783 GFLOPS
12000x12000x12000	12.739855 s	271.274667 GFLOPS
12000x12000x12000	12.817402 s	269.633415 GFLOPS
12000x12000x12000	12.790917 s	270.191725 GFLOPS
12000x12000x12000	12.744872 s	271.167897 GFLOPS
12000x12000x12000	12.790488 s	270.200785 GFLOPS
12000x12000x12000	11.040374 s	313.032861 GFLOPS
12000x12000x12000	11.054553 s	312.631366 GFLOPS
12000x12000x12000	11.038962 s	313.072924 GFLOPS
12000x12000x12000	11.046560 s	312.857577 GFLOPS
12000x12000x12000	11.072623 s	312.121157 GFLOPS
12000x12000x12000	11.062827 s	312.397555 GFLOPS
12000x12000x12000	11.049915 s	312.762596 GFLOPS
12000x12000x12000	11.055108 s	312.615684 GFLOPS
12000x12000x12000	11.072355 s	312.128725 GFLOPS
12000x12000x12000	11.060118 s	312.474072 GFLOPS
12000x12000x12000	9.576747 s	360.874112 GFLOPS
12000x12000x12000	9.626213 s	359.019708 GFLOPS
12000x12000x12000	9.602791 s	359.895377 GFLOPS
12000x12000x12000	9.639913 s	358.509475 GFLOPS
12000x12000x12000	9.618462 s	359.309010 GFLOPS
12000x12000x12000	9.618550 s	359.305707 GFLOPS
12000x12000x12000	9.608410 s	359.684904 GFLOPS
12000x12000x12000	9.598658 s	360.050318 GFLOPS
12000x12000x12000	9.632100 s	358.800255 GFLOPS
12000x12000x12000	9.609363 s	359.649231 GFLOPS
12000x12000x12000	8.647591 s	399.648874 GFLOPS
12000x12000x12000	8.659810 s	399.084962 GFLOPS
12000x12000x12000	8.677083 s	398.290541 GFLOPS
12000x12000x12000	8.654047 s	399.350736 GFLOPS
12000x12000x12000	8.670168 s	398.608194 GFLOPS
12000x12000x12000	8.665127 s	398.840082 GFLOPS
12000x12000x12000	8.656737 s	399.226653 GFLOPS
12000x12000x12000	8.669019 s	398.661003 GFLOPS
12000x12000x12000	8.632362 s	400.353913 GFLOPS
12000x12000x12000	8.650650 s	399.507538 GFLOPS
12000x12000x12000	7.708336 s	448.345795 GFLOPS
