12000x12000x12000	74.932706 s	46.121382 GFLOPS
12000x12000x12000	75.405705 s	45.832076 GFLOPS
12000x12000x12000	74.964521 s	46.101809 GFLOPS
12000x12000x12000	74.887990 s	46.148922 GFLOPS
12000x12000x12000	74.996648 s	46.082060 GFLOPS
12000x12000x12000	74.980064 s	46.092252 GFLOPS
12000x12000x12000	74.952518 s	46.109192 GFLOPS
12000x12000x12000	74.890317 s	46.147488 GFLOPS
12000x12000x12000	74.979614 s	46.092529 GFLOPS
12000x12000x12000	74.777678 s	46.217001 GFLOPS
12000x12000x12000	38.021581 s	90.895748 GFLOPS
12000x12000x12000	38.021613 s	90.895671 GFLOPS
12000x12000x12000	37.862418 s	91.277847 GFLOPS
12000x12000x12000	37.904757 s	91.175891 GFLOPS
12000x12000x12000	38.190386 s	90.493980 GFLOPS
12000x12000x12000	37.936948 s	91.098526 GFLOPS
12000x12000x12000	38.100591 s	90.707255 GFLOPS
12000x12000x12000	37.751103 s	91.546995 GFLOPS
12000x12000x12000	38.083622 s	90.747672 GFLOPS
12000x12000x12000	37.789508 s	91.453957 GFLOPS
12000x12000x12000	25.391789 s	136.106993 GFLOPS
12000x12000x12000	25.194074 s	137.175115 GFLOPS
12000x12000x12000	25.449342 s	135.799187 GFLOPS
12000x12000x12000	25.222798 s	137.018899 GFLOPS
12000x12000x12000	25.288167 s	136.664708 GFLOPS
12000x12000x12000	25.349954 s	136.331608 GFLOPS
12000x12000x12000	25.310566 s	136.543768 GFLOPS
12000x12000x12000	25.355873 s	136.299785 GFLOPS
12000x12000x12000	25.284039 s	136.687021 GFLOPS
12000x12000x12000	25.159381 s	137.364268 GFLOPS
12000x12000x12000	19.318004 s	178.900470 GFLOPS
12000x12000x12000	19.299628 s	179.070808 GFLOPS
12000x12000x12000	19.357992 s	178.530914 GFLOPS
12000x12000x12000	19.302177 s	179.047157 GFLOPS
12000x12000x12000	19.196280 s	180.034882 GFLOPS
12000x12000x12000	19.290872 s	179.152085 GFLOPS
12000x12000x12000	19.237410 s	179.649966 GFLOPS
12000x12000x12000	19.347312 s	178.629467 GFLOPS
12000x12000x12000	19.277648 s	179.274986 GFLOPS
12000x12000x12000	19.287720 s	179.181362 GFLOPS
12000x12000x12000	15.261621 s	226.450393 GFLOPS
12000x12000x12000	15.191037 s	227.502577 GFLOPS
