2000x2000x2000	0.036749 s	435.384871 GFLOPS
2000x2000x2000	0.034663 s	461.581105 GFLOPS
2000x2000x2000	0.037221 s	429.869365 GFLOPS
2000x2000x2000	0.035963 s	444.895989 GFLOPS
2000x2000x2000	0.036847 s	434.227447 GFLOPS
2000x2000x2000	0.035577 s	449.732840 GFLOPS
2000x2000x2000	0.037983 s	421.243200 GFLOPS
2000x2000x2000	0.041647 s	384.181518 GFLOPS
2000x2000x2000	0.049373 s	324.066529 GFLOPS
2000x2000x2000	0.039639 s	403.641085 GFLOPS
3000x3000x3000	0.075190 s	718.178861 GFLOPS
3000x3000x3000	0.080021 s	674.825558 GFLOPS
3000x3000x3000	0.076000 s	710.526774 GFLOPS
3000x3000x3000	0.077918 s	693.035664 GFLOPS
3000x3000x3000	0.075808 s	712.326816 GFLOPS
3000x3000x3000	0.076063 s	709.937283 GFLOPS
3000x3000x3000	0.077770 s	694.351221 GFLOPS
3000x3000x3000	0.078706 s	686.094125 GFLOPS
3000x3000x3000	0.085640 s	630.544412 GFLOPS
3000x3000x3000	0.076258 s	708.122352 GFLOPS
4000x4000x4000	0.163043 s	785.068011 GFLOPS
4000x4000x4000	0.163835 s	781.273432 GFLOPS
4000x4000x4000	0.166324 s	769.581562 GFLOPS
4000x4000x4000	0.185180 s	691.218402 GFLOPS
4000x4000x4000	0.164910 s	776.179074 GFLOPS
4000x4000x4000	0.171035 s	748.385709 GFLOPS
4000x4000x4000	0.167613 s	763.664622 GFLOPS
4000x4000x4000	0.170759 s	749.593268 GFLOPS
4000x4000x4000	0.164321 s	778.963753 GFLOPS
4000x4000x4000	0.175663 s	728.669106 GFLOPS
5000x5000x5000	0.378799 s	659.979997 GFLOPS
5000x5000x5000	0.360462 s	693.554860 GFLOPS
5000x5000x5000	0.365288 s	684.391282 GFLOPS
5000x5000x5000	0.361054 s	692.417809 GFLOPS
5000x5000x5000	0.371256 s	673.389259 GFLOPS
