"17000" 12.1241908 828.0939177 "DP" "TRUE" "DP-TRUE" "MKL"
"18000" 17.0958694 684.5986612 "DP" "TRUE" "DP-TRUE" "MKL"
"19000" 22.0938903 620.8995803 "DP" "TRUE" "DP-TRUE" "MKL"
"20000" 23.6183955 678.725802 "DP" "TRUE" "DP-TRUE" "MKL"
"2000" 0.0392069 408.3253571 "DP" "TRUE" "DP-TRUE" "MKL"
"3000" 0.0773835 698.3542274 "DP" "TRUE" "DP-TRUE" "MKL"
"4000" 0.2049447 626.3530252 "DP" "TRUE" "DP-TRUE" "MKL"
"5000" 0.4280166 584.2189812 "DP" "TRUE" "DP-TRUE" "MKL"
"6000" 0.768728 562.0082677 "DP" "TRUE" "DP-TRUE" "MKL"
"7000" 1.2286531 558.345336 "DP" "TRUE" "DP-TRUE" "MKL"
"8000" 1.7990502 569.198825 "DP" "TRUE" "DP-TRUE" "MKL"
"9000" 2.511689 580.4890379 "DP" "TRUE" "DP-TRUE" "MKL"
"10000" 2.6315534 760.0714046 "SP" "FALSE" "SP-FALSE" "OBLAS"
"11000" 3.2071738 834.2327375 "SP" "FALSE" "SP-FALSE" "OBLAS"
"12000" 3.3985165 1032.3359897 "SP" "FALSE" "SP-FALSE" "OBLAS"
"13000" 4.1077161 1070.6086755 "SP" "FALSE" "SP-FALSE" "OBLAS"
"14000" 4.5716946 1200.5963499 "SP" "FALSE" "SP-FALSE" "OBLAS"
"15000" 5.0596282 1334.7862381 "SP" "FALSE" "SP-FALSE" "OBLAS"
"16000" 6.7132047 1220.493852 "SP" "FALSE" "SP-FALSE" "OBLAS"
"17000" 7.727035 1271.799337 "SP" "FALSE" "SP-FALSE" "OBLAS"
"18000" 6.7431395 1732.4155649 "SP" "FALSE" "SP-FALSE" "OBLAS"
"19000" 9.2034554 1497.4789541 "SP" "FALSE" "SP-FALSE" "OBLAS"
"20000" 8.9268573 1920.468249 "SP" "FALSE" "SP-FALSE" "OBLAS"
"2000" 0.0454829 351.8051903 "SP" "FALSE" "SP-FALSE" "OBLAS"
"3000" 0.1415792 381.476278 "SP" "FALSE" "SP-FALSE" "OBLAS"
"4000" 0.2986625 428.7302911 "SP" "FALSE" "SP-FALSE" "OBLAS"
"5000" 0.5456724 458.3773751 "SP" "FALSE" "SP-FALSE" "OBLAS"
"6000" 0.8771257 492.6124229 "SP" "FALSE" "SP-FALSE" "OBLAS"
"7000" 1.283116 534.7255921 "SP" "FALSE" "SP-FALSE" "OBLAS"
"8000" 1.7051649 600.5809397 "SP" "FALSE" "SP-FALSE" "OBLAS"
"9000" 2.2306922 653.6509721 "SP" "FALSE" "SP-FALSE" "OBLAS"
"10000" 4.2148931 480.6341986 "DP" "FALSE" "DP-FALSE" "OBLAS"
"11000" 4.9436315 538.6624022 "DP" "FALSE" "DP-FALSE" "OBLAS"
"12000" 5.5983953 617.5673412 "DP" "FALSE" "DP-FALSE" "OBLAS"
"13000" 6.4773614 678.4397912 "DP" "FALSE" "DP-FALSE" "OBLAS"
"14000" 9.2038165 596.3627427 "DP" "FALSE" "DP-FALSE" "OBLAS"
"15000" 10.458196 649.4141905 "DP" "FALSE" "DP-FALSE" "OBLAS"
"16000" 9.507495 869.7037497 "DP" "FALSE" "DP-FALSE" "OBLAS"
"17000" 13.9393736 704.9773229 "DP" "FALSE" "DP-FALSE" "OBLAS"
"18000" 16.8948953 691.3575212 "DP" "FALSE" "DP-FALSE" "OBLAS"
"19000" 18.8035678 730.679834 "DP" "FALSE" "DP-FALSE" "OBLAS"
"20000" 16.8178616 956.8022977 "DP" "FALSE" "DP-FALSE" "OBLAS"
"2000" 0.1081704 148.00518 "DP" "FALSE" "DP-FALSE" "OBLAS"
"3000" 0.3217588 167.9620965 "DP" "FALSE" "DP-FALSE" "OBLAS"
"4000" 0.6743242 189.8849792 "DP" "FALSE" "DP-FALSE" "OBLAS"
"5000" 1.1578507 215.934861 "DP" "FALSE" "DP-FALSE" "OBLAS"
"6000" 1.7432361 247.8452485 "DP" "FALSE" "DP-FALSE" "OBLAS"
"7000" 2.3239801 296.1372289 "DP" "FALSE" "DP-FALSE" "OBLAS"
"8000" 3.0141739 339.7626903 "DP" "FALSE" "DP-FALSE" "OBLAS"
"9000" 3.6478953 399.709131 "DP" "FALSE" "DP-FALSE" "OBLAS"
"10000" 1.7541739 1140.8014411 "SP" "FALSE" "SP-FALSE" "MKL"
"11000" 2.48258 1072.5539529 "SP" "FALSE" "SP-FALSE" "MKL"
"12000" 2.6415099 1347.0277409 "SP" "FALSE" "SP-FALSE" "MKL"
"13000" 3.8317899 1146.8103744 "SP" "FALSE" "SP-FALSE" "MKL"
"14000" 4.3744368 1254.6806265 "SP" "FALSE" "SP-FALSE" "MKL"
"15000" 5.1678911 1321.5929534 "SP" "FALSE" "SP-FALSE" "MKL"
"16000" 6.5725158 1258.1419799 "SP" "FALSE" "SP-FALSE" "MKL"
"17000" 7.8396843 1255.0401117 "SP" "FALSE" "SP-FALSE" "MKL"
"18000" 7.6300194 1565.9935456 "SP" "FALSE" "SP-FALSE" "MKL"
"19000" 8.8868994 1557.4750925 "SP" "FALSE" "SP-FALSE" "MKL"
"20000" 8.8076987 1852.0989507 "SP" "FALSE" "SP-FALSE" "MKL"
"2000" 0.054827 291.8920244 "SP" "FALSE" "SP-FALSE" "MKL"
"3000" 0.0926396 583.0723779 "SP" "FALSE" "SP-FALSE" "MKL"
"4000" 0.1299176 985.5582079 "SP" "FALSE" "SP-FALSE" "MKL"
"5000" 0.2009941 1244.0347489 "SP" "FALSE" "SP-FALSE" "MKL"
"6000" 0.2680608 1612.1259452 "SP" "FALSE" "SP-FALSE" "MKL"
"7000" 0.4233944 1620.9946368 "SP" "FALSE" "SP-FALSE" "MKL"
"8000" 0.6611517 1548.859868 "SP" "FALSE" "SP-FALSE" "MKL"
"9000" 1.1297764 1290.725312 "SP" "FALSE" "SP-FALSE" "MKL"
"10000" 3.4723596 578.0677535 "DP" "FALSE" "DP-FALSE" "MKL"
"11000" 4.0787769 657.996755 "DP" "FALSE" "DP-FALSE" "MKL"
"12000" 5.1460869 674.9241122 "DP" "FALSE" "DP-FALSE" "MKL"
"13000" 6.7957347 662.1243413 "DP" "FALSE" "DP-FALSE" "MKL"
"14000" 8.8690538 619.1162552 "DP" "FALSE" "DP-FALSE" "MKL"
"15000" 10.7322576 630.404609 "DP" "FALSE" "DP-FALSE" "MKL"
"16000" 8.6186653 970.283621 "DP" "FALSE" "DP-FALSE" "MKL"
"17000" 12.1788452 844.7506811 "DP" "FALSE" "DP-FALSE" "MKL"
"18000" 13.7942865 888.0076775 "DP" "FALSE" "DP-FALSE" "MKL"
"19000" 18.4649217 745.6196911 "DP" "FALSE" "DP-FALSE" "MKL"
"20000" 18.6759154 863.3658264 "DP" "FALSE" "DP-FALSE" "MKL"
"2000" 0.0832545 192.3138474 "DP" "FALSE" "DP-FALSE" "MKL"
"3000" 0.1632955 331.1708227 "DP" "FALSE" "DP-FALSE" "MKL"
"4000" 0.259764 492.9954049 "DP" "FALSE" "DP-FALSE" "MKL"
"5000" 0.4704752 532.187404 "DP" "FALSE" "DP-FALSE" "MKL"
"6000" 0.8950727 494.2017247 "DP" "FALSE" "DP-FALSE" "MKL"
"7000" 1.3014178 531.8072389 "DP" "FALSE" "DP-FALSE" "MKL"
"8000" 2.0089653 518.975485 "DP" "FALSE" "DP-FALSE" "MKL"
"9000" 2.5976892 564.7582964 "DP" "FALSE" "DP-FALSE" "MKL"
